Index,Pitch,Yaw,Roll,AngleAmout,duration
135,0,-2,0,-245,5
136,0,8,0,-258,5
137,0,-8,0,-241,5
138,0,1,0,-232,5
139,0,-10,0,240,5
140,0,6,0,252,5
141,0,-5,0,-250,5
142,0,1,0,0,4
143,0,-1,0,244,5
144,0,2,0,-256,5
145,0,-8,0,-246,5
146,0,6,0,237,5
147,0,-4,0,265,5
148,0,7,0,-245,5
149,0,-7,0,-258,5
150,0,10,0,-241,5
151,0,-7,0,-232,5
152,0,7,0,240,5
153,0,-5,0,252,5
154,0,6,0,-250,5
155,0,-4,0,0,4
156,0,3,0,244,5
157,0,-5,0,-256,5
158,0,10,0,-246,5
159,0,-8,0,237,5
160,0,8,0,265,5
161,0,-7,0,-245,5
162,0,2,0,-258,5
163,0,-5,0,-241,5
164,0,4,0,-232,5
165,0,-7,0,240,5
166,0,9,0,252,5
167,0,-8,0,-250,5
168,0,6,0,0,4
169,0,-3,0,244,5
170,0,6,0,-256,5
171,0,-8,0,-246,5
172,0,9,0,237,5
173,0,-9,0,265,5
174,0,1,0,-245,5
175,0,-9,0,-258,5
176,0,9,0,-241,5
177,0,-3,0,-232,5
178,0,6,0,240,5
179,0,-5,0,252,5
180,0,4,0,-250,5
181,0,-10,0,0,4
182,0,3,0,244,5
183,0,-8,0,-256,5
184,0,6,0,-246,5
185,0,-10,0,237,5
186,0,9,0,265,5
187,0,-5,0,-245,5
188,0,6,0,-258,5
189,0,-2,0,-241,5
190,0,10,0,-232,5
191,0,-1,0,240,5
192,0,6,0,252,5
193,0,-5,0,-250,5
194,0,8,0,0,4
195,0,-10,0,244,5
196,0,7,0,-256,5
197,0,-6,0,-246,5
198,0,6,0,237,5
199,0,-4,0,265,5
200,0,3,0,-245,5
201,0,-1,0,-258,5
202,0,7,0,-241,5
203,0,-1,0,-232,5
204,0,2,0,240,5
205,0,-3,0,252,5
206,0,9,0,-250,5
207,0,-4,0,0,4
208,0,6,0,244,5
209,0,-5,0,-256,5
210,0,10,0,-246,5
211,0,-4,0,237,5
212,0,4,0,265,5
213,0,-6,0,-245,5
214,0,7,0,-258,5
215,0,-2,0,-241,5
216,0,5,0,-232,5
217,0,-10,0,240,5
218,0,4,0,252,5
219,0,-5,0,-250,5
220,0,7,0,0,4
221,0,-8,0,244,5
222,0,2,0,-256,5
223,0,-9,0,-246,5
224,0,9,0,237,5
225,0,-2,0,265,5
226,0,3,0,-245,5
227,0,-2,0,-258,5
228,0,2,0,-241,5
229,0,-1,0,-232,5
230,0,7,0,240,5
231,0,-2,0,252,5
232,0,3,0,-250,5
233,0,-3,0,0,4
234,0,6,0,244,5
235,0,-2,0,-256,5
236,0,5,0,-246,5
237,0,-4,0,237,5
238,0,4,0,265,5
239,0,-3,0,-245,5
240,0,8,0,-258,5
241,0,-4,0,-241,5
242,0,7,0,-232,5
243,0,-7,0,240,5
244,0,6,0,252,5
245,0,-4,0,-250,5
246,0,7,0,0,4
247,0,-1,0,244,5
248,0,10,0,-256,5
249,0,-2,0,-246,5
250,0,6,0,237,5
251,0,-4,0,265,5
252,0,7,0,-245,5
253,0,-8,0,-258,5
254,0,1,0,-241,5
255,0,-10,0,-232,5
256,0,7,0,240,5
257,0,-4,0,252,5
258,0,1,0,-250,5
259,0,-10,0,0,4
