Index,Pitch,Yaw,Roll,AngleAmout,duration
236,0,0,0,279,5
237,0,0,0,-256,5
238,0,0,0,-272,5
239,0,0,0,251,5
240,0,0,0,-266,5
241,0,0,0,254,5
242,0,0,0,236,5
243,0,0,0,-266,5
244,0,0,0,256,5
245,0,0,0,278,5
246,0,0,0,0,4
247,0,0,0,243,5
248,0,0,0,241,5
249,0,0,0,279,5
250,0,0,0,-256,5
251,0,0,0,-272,5
252,0,0,0,251,5
253,0,0,0,-266,5
254,0,0,0,254,5
255,0,0,0,236,5
256,0,0,0,-266,5
257,0,0,0,256,5
258,0,0,0,278,5
259,0,0,0,0,4
